wavelength,intensity
100.0,71.69831909919125
102.00573065902579,65.39451098699087
104.01146131805157,73.41563553052595
106.01719197707736,65.95529432772338
108.02292263610315,67.93885351724575
110.02865329512895,66.54213509805525
112.03438395415472,62.432690094859645
114.04011461318052,79.75096979493352
116.04584527220631,52.296032369817695
118.0515759312321,68.032067558942
120.05730659025788,54.18862865478367
122.06303724928367,77.84744842885573
124.06876790830945,51.50018392516053
126.07449856733524,59.97039294351142
128.08022922636104,50.58633607661599
130.0859598853868,69.77179708805646
132.09169054441261,62.256805989496016
134.0974212034384,63.65865845346922
136.1031518624642,68.92543704414595
138.10888252149,67.1779188079933
140.11461318051576,51.47760787830943
142.12034383954153,80.98322815731628
144.12607449856733,67.53883760723897
146.13180515759313,56.30687579314091
148.1375358166189,84.76966367223767
150.1432664756447,77.78880502696595
152.14899713467048,99.37727289616188
154.15472779369628,131.6775600279429
156.16045845272205,158.28114851853545
158.16618911174785,190.87645310517644
160.17191977077363,260.5396658921875
162.17765042979943,319.5398818240105
164.18338108882523,415.85148085084063
166.189111747851,527.3459967388794
168.19484240687677,656.1200918343729
170.20057306590257,742.667335679714
172.20630372492838,855.685660921952
174.21203438395415,945.3609821086893
176.21776504297995,992.4067783561335
178.22349570200572,995.6660686562082
180.22922636103152,976.7847241054369
182.23495702005732,908.8807313538603
184.2406876790831,820.7179067834255
186.24641833810887,740.6091885573775
188.25214899713467,624.3304307562685
190.25787965616047,519.4030825954468
192.26361031518624,417.0466735837474
194.269340974212,324.35767049462834
196.27507163323781,231.85201442186627
198.28080229226362,191.82087040693156
200.28653295128942,147.60322639141648
202.2922636103152,126.5957829939193
204.29799426934096,79.95426154144306
206.30372492836676,91.49950852791521
208.30945558739256,62.838239109886636
210.31518624641834,73.01524437343143
212.3209169054441,55.090281876311295
214.3266475644699,61.21121497642191
216.3323782234957,65.02364438119706
218.3381088825215,78.30886632868
220.34383954154728,63.49885084902616
222.34957020057305,69.21473879234179
224.35530085959886,79.54514192087488
226.36103151862466,64.532281535475
228.36676217765043,54.35813600597451
230.37249283667623,76.54776794748625
232.378223495702,68.51860814469377
234.3839541547278,73.4786956764344
236.38968481375358,108.30187710507619
238.39541547277938,116.3811387260746
240.40114613180515,138.74027915581928
242.40687679083095,194.73149617096192
244.41260744985672,236.09570109412135
246.41833810888252,306.57548600992436
248.4240687679083,396.6043291811058
250.4297994269341,512.0997966383463
252.4355300859599,613.2733620827571
254.44126074498567,708.8114888088074
256.44699140401144,785.7754283382014
258.45272206303724,863.1718173253884
260.45845272206304,922.1997888605529
262.4641833810888,911.5127496635579
264.46991404011465,911.4760699122892
266.4756446991404,850.5451154968464
268.4813753581662,758.7167797156307
270.487106017192,653.445326876049
272.49283667621773,548.3537183301728
274.4985673352436,468.1428906247681
276.50429799426934,375.0911724437276
278.51002865329514,277.75241666962586
280.51575931232094,225.236706138454
282.5214899713467,178.80037741330452
284.5272206303725,118.76033361544037
286.5329512893983,117.1292933447703
288.538681948424,94.5565623621115
290.5444126074499,76.60297221407724
292.55014326647563,72.75616029313615
294.55587392550143,61.69401727092069
296.56160458452723,75.23204982681796
298.567335243553,80.8547083362193
300.57306590257883,58.85817490952173
302.5787965616046,59.303521688858346
304.5845272206304,87.92750587008324
306.5902578796562,76.23841292766738
308.5959885386819,105.47993724635487
310.6017191977077,125.78997251331555
312.6074498567335,145.7368207633886
314.6131805157593,181.51905625215744
316.6189111747851,224.68234630866993
318.62464183381087,309.80154829400266
320.63037249283667,375.5461351765153
322.63610315186247,464.07379050826336
324.6418338108882,550.9838364276442
326.6475644699141,662.9089325236985
328.6532951289398,727.8774056945439
