wavelength,intensity
100.0,74.24500071100303
102.00573065902579,55.15003776247636
104.01146131805157,70.11929994632294
106.01719197707736,64.84455342797207
108.02292263610315,71.6566035495982
110.02865329512895,66.22540776905427
112.03438395415472,52.1613232584559
114.04011461318052,55.534406311295726
116.04584527220631,57.99482470675136
118.0515759312321,53.30335008075721
120.05730659025788,55.871130782949095
122.06303724928367,77.77498385984248
124.06876790830945,69.42602228049016
126.07449856733524,57.4092758548772
128.08022922636104,74.72489024272248
130.0859598853868,87.81477479363849
132.09169054441261,114.66530580709332
134.0974212034384,120.20403785159074
136.1031518624642,163.1515067564013
138.10888252149,196.0520624242315
140.11461318051576,244.7225768511327
142.12034383954153,304.2614295993036
144.12607449856733,375.8154156827767
146.13180515759313,455.08064523788164
148.1375358166189,533.6308275629042
150.1432664756447,591.4212112592332
152.14899713467048,670.215178438737
154.15472779369628,698.256056198474
156.16045845272205,708.0686883039041
158.16618911174785,678.9060091786293
160.17191977077363,650.3448887874038
162.17765042979943,607.1010868653709
164.18338108882523,529.7632076164435
166.189111747851,437.00266861463444
168.19484240687677,380.6945613046397
170.20057306590257,304.8078315321272
172.20630372492838,246.7054412765221
174.21203438395415,183.79815712530683
176.21776504297995,153.43628177267112
178.22349570200572,111.54213835417116
180.22922636103152,109.90012014713224
182.23495702005732,87.01747817976553
184.2406876790831,85.75633154486115
186.24641833810887,80.66814400968556
188.25214899713467,73.43579712313232
190.25787965616047,55.66249558210964
192.26361031518624,56.065656626704815
194.269340974212,66.47672273078437
196.27507163323781,78.95604503339939
198.28080229226362,56.90121400595556
200.28653295128942,61.467897988438956
202.2922636103152,51.745381013924174
204.29799426934096,67.56035755175701
206.30372492836676,71.65764420070425
208.30945558739256,60.31231011571725
210.31518624641834,51.69579769502559
212.3209169054441,77.6696121553954
214.3266475644699,58.2554249472535
216.3323782234957,55.94595413109489
218.3381088825215,78.0635509947538
220.34383954154728,55.171461773657576
222.34957020057305,78.67784965625236
224.35530085959886,57.52275718030929
226.36103151862466,53.34394543250731
228.36676217765043,73.1440862227423
230.37249283667623,54.98913961509171
232.378223495702,72.86349035219574
234.3839541547278,63.0489338475613
236.38968481375358,69.51032119369042
238.39541547277938,65.38745137394686
240.40114613180515,78.54783715459982
242.40687679083095,79.05187530201817
244.41260744985672,58.95380425425977
246.41833810888252,76.90948978905854
248.4240687679083,64.22668131937006
250.4297994269341,60.143029321152746
252.4355300859599,61.676188775979114
254.44126074498567,70.64800566619436
256.44699140401144,68.7581965280448
258.45272206303724,67.72587427941878
260.45845272206304,65.77144308924073
262.4641833810888,70.52851933728923
264.46991404011465,93.4426262267427
266.4756446991404,108.06684062159795
268.4813753581662,145.21481261631533
270.487106017192,198.3304962004151
272.49283667621773,247.2912786626964
274.4985673352436,295.7843978773654
276.50429799426934,388.5399813001311
278.51002865329514,469.7791714746015
280.51575931232094,532.0294663133894
282.5214899713467,609.230870089448
284.5272206303725,675.7649924085625
286.5329512893983,722.3292832664955
288.538681948424,740.1527501701905
290.5444126074499,724.9680882903185
292.55014326647563,715.4099935780603
294.55587392550143,659.5943092701298
296.56160458452723,564.0543845373597
298.567335243553,509.55030622881867
300.57306590257883,408.5938458402989
302.5787965616046,346.6142167409997
304.5845272206304,268.0846639805104
306.5902578796562,198.4903376308783
308.5959885386819,174.2845781597133
310.6017191977077,128.29078884607924
312.6074498567335,102.74582844285959
314.6131805157593,84.77743130470225
316.6189111747851,78.37665359200969
318.62464183381087,87.80861423617858
320.63037249283667,72.24207949211494
322.63610315186247,72.32771414371469
324.6418338108882,69.13717336577896
326.6475644699141,71.91837649767484
328.6532951289398,66.288981252518
330.6590257879656,53.01441538195564
332.6647564469914,78.87019751026082
334.67048710601716,79.43337791840219
336.676217765043,58.17707700273053
338.68194842406876,60.73719416907986
340.68767908309457,55.051985584402985
342.69340974212037,71.01082381323842
344.6991404011461,62.44048585481684
346.7048710601719,63.56282386752839
348.7106017191977,51.44685636636201
350.71633237822346,73.69562351527325
352.7220630372493,78.77978786145138
354.72779369627506,63.402628687794675
356.73352435530086,62.63932448998484
358.73925501432666,63.89565488979066
360.74498567335246,72.7304379038419
362.7507163323782,81.12572373678485
364.756446991404,64.93226752397864
366.7621776504298,74.01008475639559
368.7679083094556,82.37667298752334
370.77363896848135,72.94732185753753
372.77936962750715,80.44472672633773
374.78510028653295,118.16985805779763
376.79083094555875,130.45362376204042
378.79656160458455,189.54639242163265
380.8022922636103,213.73011800805287
382.8080229226361,291.3679480892869
384.8137535816619,365.342902465111
386.8194842406877,430.45764797112093
388.82521489971344,528.0867794562124
390.83094555873924,597.4170607563327
392.83667621776505,664.2260781734606
394.84240687679085,720.8997798165557
396.8481375358166,774.8700587075367
398.8538681948424,761.8801369237067
400.8595988538682,727.4719147002651
402.865329512894,696.5442026116717
404.8710601719198,617.2309944858323
406.87679083094554,536.6482553485023
408.88252148997134,450.2561641897458
410.88825214899714,379.93815442530905
412.89398280802294,303.9815602063471
414.8997134670487,230.54875342797914
416.9054441260745,192.2447351512904
418.9111747851003,142.83734189734548
420.9169054441261,126.20426855133448
422.9226361031519,81.96429210863634
424.92836676217763,98.05182543419988
426.93409742120343,84.63743777832099
428.93982808022923,82.44426629768954
430.94555873925503,77.98250565512348
432.9512893982808,54.0189180815519
434.9570200573066,67.76945134707492
436.9627507163324,66.98726733174938
438.9684813753582,79.69416672224395
440.9742120343839,65.83662436543966
442.9799426934097,54.24874806835105
444.9856733524355,79.05536236490677
446.9914040114613,63.96777095922485
448.9971346704871,58.79025343411827
451.0028653295129,58.620024338886886
453.0085959885387,79.20574791675305
455.0143266475645,64.47314262009822
457.0200573065903,64.68611627913111
459.025787965616,60.11135677050862
461.0315186246418,64.45674470585813
463.0372492836676,69.1671199392135
465.0429799426934,79.10570824491666
467.0487106017192,50.883132805018455
469.05444126074497,72.82110963187759
471.06017191977077,55.77003083085226
473.06590257879657,65.16720527994758
475.07163323782237,52.75743177487315
477.0773638968481,53.43826488852394
479.0830945558739,81.75811711156476
481.0888252148997,68.85456188988302
483.0945558739255,86.47652341100473
485.10028653295126,91.64953263736494
487.10601719197706,105.1742104190817
489.11174785100286,107.99866192177277
491.11747851002866,126.77031203370392
493.12320916905446,176.35641129599736
495.1289398280802,216.92821880740416
497.134670487106,270.69024710903454
499.1404011461318,345.1008888816524
501.1461318051576,426.9468243384968
503.15186246418335,499.04638860237833
505.15759312320915,564.612361373112
507.16332378223495,651.4058318537366
509.16905444126076,673.1588359623523
511.17478510028656,705.7783586239359
513.1805157593124,718.1964765891512
515.1862464183381,680.4468114204132
517.1919770773638,625.5918305527373
519.1977077363897,568.9610222018392
521.2034383954154,498.3722206575653
523.2091690544412,399.68638495764117
525.214899713467,333.9216295982583
527.2206303724929,274.2081963961567
529.2263610315186,214.18508955967388
531.2320916905444,171.07508135983798
533.2378223495703,143.14274292346659
535.243553008596,95.47935396537764
537.2492836676217,85.7237565775246
539.2550143266476,79.99282217955296
541.2607449856733,79.0115732710273
543.2664756446991,76.97051194342953
545.2722063037249,58.82710432264436
547.2779369627507,76.07283710213288
549.2836676217764,63.89566544321112
551.2893982808023,66.38076782878657
553.2951289398281,74.40964550994667
555.3008595988539,57.70739412337913
557.3065902578796,60.66440470443607
559.3123209169055,74.2176910630676
561.3180515759312,51.55897549666504
563.323782234957,63.04203844053379
565.3295128939828,50.15161979058051
567.3352435530086,73.73425728790393
569.3409742120343,55.74715188100069
571.3467048710602,77.38474365459953
573.352435530086,62.22547469649599
575.3581661891117,64.52812339458181
577.3638968481375,69.76880447238467
579.3696275071634,57.43589662639739
581.3753581661891,60.463399094855966
583.3810888252149,66.46647234258744
585.3868194842407,63.85988063020262
587.3925501432665,51.5210814107511
589.3982808022922,64.11070069851866
591.4040114613181,79.26553369844927
593.4097421203438,77.4622030576235
595.4154727793696,70.9704752114643
597.4212034383954,88.92390514722823
599.4269340974213,116.89110490378856
601.4326647564469,111.55303554026258
603.4383954154728,167.8459619020416
605.4441260744986,196.07396702778388
607.4498567335244,249.23396210556456
609.4555873925501,298.9995973943277
611.461318051576,390.0367613221602
613.4670487106017,462.3675567850298
615.4727793696275,538.0866958588845
617.4785100286533,581.2949665659517
619.4842406876791,632.5657943156643
621.4899713467049,670.0952618989136
623.4957020057307,688.3552460367961
625.5014326647564,649.4471745420751
627.5071633237823,615.1085676409253
629.512893982808,569.9096975555565
631.5186246418338,497.05704596427637
633.5243553008596,415.65554571292193
635.5300859598854,335.8018809228789
637.5358166189112,274.2565609063065
639.541547277937,211.34461766993167
641.5472779369627,160.2407323525876
643.5530085959886,140.80525003420735
645.5587392550143,126.90538892086849
647.5644699140402,100.46955614940349
649.5702005730659,73.18222261515197
651.5759312320916,73.59029078379389
653.5816618911175,75.22719454746755
655.5873925501432,79.99108305061876
657.5931232091691,56.30404561479092
659.5988538681949,79.02507482744006
661.6045845272206,73.04599416853814
663.6103151862465,69.47802981410418
665.6160458452722,74.32192194706644
667.6217765042979,65.01543043339873
669.6275071633238,54.15997348026555
671.6332378223495,51.47577355682939
673.6389684813754,50.887543971886885
675.6446991404011,78.5329670119062
677.6504297994269,54.211183024136645
679.6561604584527,73.81556902044956
681.6618911174785,72.95729608313977
683.6676217765043,73.96454029592537
685.6733524355301,50.475202838049945
687.6790830945558,73.02416192056108
689.6848137535817,78.92698988022109
691.6905444126074,60.83985611866137
